0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,1
50,4
51,1
52,7
53,6
54,20
55,8
56,7
57,6
58,11
59,13
60,13
61,15
62,15
63,19
64,35
65,38
66,80
67,205
68,398
69,751
70,1240
71,2071
72,3163
73,3872
74,4395
75,4863
76,4434
77,3575
78,2651
79,1646
80,871
81,463
82,223
83,124
84,106
85,66
86,46
87,33
88,34
89,33
90,23
91,17
92,27
93,18
94,22
95,43
96,22
97,29
98,12
99,6
100,16
101,11
102,20
103,23
104,20
105,13
106,26
107,25
108,54
109,69
110,61
111,129
112,177
113,274
114,278
115,338
116,363
117,371
118,533
119,590
120,630
121,688
122,851
123,979
124,1162
125,1410
126,1900
127,2312
128,2864
129,3223
130,3602
131,4384
132,4882
133,5718
134,6587
135,7337
136,7622
137,7646
138,8088
139,8254
140,8856
141,9430
142,9557
143,10083
144,10470
145,9096
146,8747
147,8877
148,9159
149,10187
150,11209
151,11327
152,10164
153,10555
154,10477
155,8752
156,4901
157,680
158,29
159,3
160,1
161,1
162,0
163,0
164,0
165,0
166,0
167,0
168,0
169,0
170,0
171,0
172,0
173,0
174,0
175,0
176,0
177,0
178,0
179,0
180,0
181,0
182,0
183,0
184,0
185,0
186,0
187,0
188,0
189,0
190,0
191,0
192,0
193,0
194,0
195,0
196,0
197,0
198,0
199,0
200,0
201,0
202,0
203,0
204,0
205,0
206,0
207,0
208,0
209,0
210,0
211,0
212,0
213,0
214,0
215,0
216,0
217,0
218,0
219,0
220,0
221,0
222,0
223,0
224,0
225,0
226,0
227,0
228,0
229,0
230,0
231,0
232,0
233,0
234,0
235,0
236,0
237,0
238,0
239,0
240,0
241,0
242,0
243,0
244,0
245,0
246,0
247,0
248,0
249,0
250,0
251,0
252,0
253,0
254,0
255,0
